lifeSpan,viability,meanViability,currentVariance,standardDeviation,temp,energy,moisture,pain,stress,libido,glucose
0,0.3133333333333333326278791197,0.3133333333333333326278791197,0,0.5597618541248889,0.3649999999999999954550244929,0.4899999999999999997918331829,0.4899999999999999997918331829,0,0.5100000000000000002081668171,1,0
1,0.3149999999999999993292402558,0.3141666666666666659785596878,3.472222222222222366782511111E-7,0.5612486080160912,0.3599999999999999953509410843,0.4799999999999999995836663658,0.4799999999999999995836663658,0,0.5200000000000000004163336342,1,0
1,0.3167222222222222215749776185,0.3150185185185185178440323314,0.000001199016918152720662434834603,0.5627807941127897,0.3553333333333333285131150347,0.4699999999999999993754995487,0.4699999999999999993754995487,0,0.5300000000000000006245004513,1,0
2,0.3184999999999999993650912077,0.3158888888888888882242970505,0.000002603737997256515844220966988,0.5643580423808985,0.3509999999999999949415463440,0.4599999999999999991673327316,0.4599999999999999991673327316,0,0.5400000000000000008326672684,1,0
2,0.3203333333333333326995810233,0.316777777777777777119353845,0.000004611385459533607772193698778,0.5659799760886717,0.3469999999999999946362350122,0.4499999999999999989591659145,0.4499999999999999989591659145,0,0.5500000000000000010408340855,1,0
3,0.3222222222222222215784470655,0.317685185185185184529202715,0.000007273605395518975859715914633,0.5676462121975467,0.3433333333333333275971810394,0.4399999999999999987509990974,0.4399999999999999987509990974,0,0.5600000000000000012490009026,1,0
4,0.3241666666666666660016893342,0.3186111111111111104538436606,0.00001064368998628257894335633290,0.5693563617512908,0.3399999999999999938243844255,0.4299999999999999985428322803,0.4299999999999999985428322803,0,0.5700000000000000014571677197,1,0
4,0.3261666666666666660618264147,0.3195555555555555549048415049,0.00001477657750342935541668808511,0.571110030262704,0.3369999999999999938729566828,0.4199999999999999983346654632,0.4199999999999999983346654632,0,0.5800000000000000016653345368,1,0
4,0.3282222222222222216663397217,0.3205185185185185178783413068,0.00001972885230909922294420410129,0.5729068180971686,0.3343333333333333271877862991,0.4099999999999999981264986461,0.4099999999999999981264986461,0,0.5900000000000000018735013539,1,0
5,0.330333333333333332815229255,0.3214999999999999993720301016,0.00002555874485596707862165775106,0.5747463208523681,0.3319999999999999937688732743,0.3999999999999999979183318290,0.3999999999999999979183318290,0,0.6000000000000000020816681710,1,0
6,0.3324999999999999995084950148,0.3224999999999999993844360028,0.00003232613168724279897252343187,0.5766281297335398,0.3299999999999999936162176084,0.3899999999999999977101650119,0.3899999999999999977101650119,0,0.6100000000000000022898349881,1,0
6,0.3347222222222222217461370015,0.3235185185185185179145777527,0.00004009253543667123994618035315,0.5785518319236593,0.3283333333333333267298193014,0.3799999999999999975019981948,0.3799999999999999975019981948,0,0.6200000000000000024980018052,1,0
6,0.3369999999999999995281552143,0.3245555555555555549617760189,0.00004892112482853223691691145412,0.5805170109479997,0.3269999999999999931096783534,0.3699999999999999972938313777,0.3699999999999999972938313777,0,0.6300000000000000027061686223,1,0
7,0.3393333333333333329470682392,0.3256111111111111105321540346,0.00005887671467764060485173019226,0.5825232470325398,0.3259999999999999933109062766,0.3599999999999999970856645606,0.3599999999999999970856645606,0,0.6400000000000000029143354394,1,0
8,0.3417222222222222219103574903,0.3266851851851851846240342649,0.0000700257658893461379590405794,0.5845701174557439,0.3253333333333333267783915587,0.3499999999999999968774977435,0.3499999999999999968774977435,0,0.6500000000000000031225022565,1,0
8,0.3441666666666666664180229682,0.3277777777777777772361585589,0.0000824363854595336098750650545,0.586657196893268,0.3249999999999999935121341998,0.3399999999999999966693309264,0.3399999999999999966693309264,0,0.6600000000000000033306690736,1,0
9,0.3466666666666666664700646725,0.3288888888888888883675648008,0.00009617832647462277366251557088,0.5887840577551898,0.3249999999999999935121341998,0.3299999999999999964611641093,0.3299999999999999964611641093,0,0.6700000000000000035388358907,1,0
9,0.3492222222222222220664826033,0.3300185185185185180175046787,0.0001113229881115683618097003796,0.5909502705153982,0.3253333333333333267783915587,0.3199999999999999962529972922,0.3199999999999999962529972922,0,0.6800000000000000037470027078,1,0
10,0.3518333333333333332072767605,0.3311666666666666661853874199,0.0001279434156378600862299081649,0.5931554040328161,0.3259999999999999933109062766,0.3099999999999999960448304751,0.3099999999999999960448304751,0,0.6900000000000000039551695249,1,0
10,0.3544999999999999998924471442,0.3323333333333333328707404061,0.0001461143004115226382609738039,0.5953990258641678,0.3269999999999999931096783534,0.2999999999999999958366636580,0.2999999999999999958366636580,0,0.7000000000000000041633363420,1,0
11,0.3572222222222222221219937545,0.3335185185185185180731810417,0.0001659119798811156886649660602,0.597680702568037,0.3283333333333333261747077891,0.2899999999999999956284968409,0.2899999999999999956284968409,0,0.7100000000000000043715031591,1,0
11,0.3599999999999999998959165912,0.3347222222222222217923962940,0.0001874144375857338876279589705,0.6,0.3299999999999999925059945837,0.2799999999999999954203300238,0.2799999999999999954203300238,0,0.7200000000000000045796699762,1,0
12,0.3628333333333333332142156543,0.3359444444444444440281275705,0.0002107013031550068647598618242,0.6023564835986522,0.3319999999999999921035387373,0.2699999999999999952121632067,0.2699999999999999952121632067,0,0.7300000000000000047878367933,1,0
12,0.365722222222222222076890944,0.3371851851851851847801593778,0.000235853852309099229094290894,0.6047497186623755,0.3343333333333333249673402498,0.2599999999999999950039963896,0.2599999999999999950039963896,0,0.7400000000000000049960036104,1,0
13,0.368666666666666666668979631,0.3384444444444444440557121879,0.0002629550068587105695179550120,0.6071792706167319,0.3369999999999999922076221459,0.2499999999999999947958295725,0.2499999999999999947958295725,0,0.7500000000000000052041704275,1,0
14,0.3716666666666666668054445445,0.339722222222222221853778817,0.0002920893347050754538930337318,0.609644705272396,0.3399999999999999927141614009,0.2399999999999999945876627554,0.2399999999999999945876627554,0,0.7600000000000000054123372446,1,0
14,0.3747222222222222224862856843,0.3410185185185185181735012936,0.0003233430498399634295086514409,0.6121455890735653,0.3433333333333333264869580148,0.2299999999999999943794959383,0.2299999999999999943794959383,0,0.7700000000000000056205040617,1,0
15,0.3778333333333333337115030508,0.3423333333333333330141442135,0.0003568040123456790230802166554,0.6146814893368218,0.3469999999999999935260119876,0.2199999999999999941713291212,0.2199999999999999941713291212,0,0.7800000000000000058286708788,1,0
16,0.3810000000000000004810966437,0.3436666666666666663750736077,0.0003925617283950617407488968483,0.6172519744804386,0.3509999999999999938313233194,0.2099999999999999939631623041,0.2099999999999999939631623041,0,0.7900000000000000060368376959,1,0
16,0.384222222222222222795066463,0.3450185185185185182557400363,0.0004307073502514860680811974163,0.6198566142441511,0.3553333333333333274028920101,0.1999999999999999937549954870,0.1999999999999999937549954870,0,0.8000000000000000062450045130,1,0
17,0.3875000000000000006534125088,0.3463888888888888886556649548,0.0004713336762688614700686214381,0.6224949798994366,0.3599999999999999942407180597,0.1899999999999999935468286699,0.1899999999999999935468286699,0,0.8100000000000000064531713301,1,0
18,0.3907777777777777785117585547,0.3477760416666666664636678797,0.0005143904147782607186996804006,0.6251222102739413,0.3646666666666666610785441093,0.1799999999999999933386618528,0.1799999999999999933386618528,0,0.8200000000000000066613381472,1,0
18,0.394111111111111111914480827,0.3491801346801346799621773630,0.0005599783610892515947078672088,0.6277826941793722,0.3693333333333333279163701589,0.1699999999999999931304950357,0.1699999999999999931304950357,0,0.8300000000000000068695049643,1,0
19,0.3975000000000000008615793258,0.3506013071895424835180421268,0.0006081992148022047721223359965,0.6304760106459246,0.3739999999999999947541962085,0.1599999999999999929223282186,0.1599999999999999929223282186,0,0.8400000000000000070776717814,1,0
20,0.4009444444444444453530540513,0.3520396825396825395704710389,0.0006591556868638975314044860114,0.6332017407149513,0.3786666666666666615920222581,0.1499999999999999927141614015,0.1499999999999999927141614015,0,0.8500000000000000072858385985,1,0
20,0.4044444444444444453889050032,0.35349537037037037028764976,0.0007129515885900527964520777989,0.6359594676112971,0.3833333333333333284298483077,0.1399999999999999925059945844,0.1399999999999999925059945844,0,0.8600000000000000074940054156,1,0
21,0.4080000000000000009691321815,0.3549684684684684684141763119,0.0007696919061032898337062668557,0.6387487769068525,0.3879999999999999952676743573,0.1299999999999999922978277673,0.1299999999999999922978277673,0,0.8700000000000000077021722327,1,0
22,0.4116111111111111121862541717,0.3564590643274853800923888871,0.0008294828629011832975697429118,0.6415692566754668,0.3926666666666666621055004069,0.1199999999999999920896609502,0.1199999999999999920896609502,0,0.8800000000000000079103390498,1,0
22,0.4152777777777777789477523883,0.3579672364672364672425264128,0.0008924319727064673732676513664,0.6444204976393735,0.3973333333333333289433264565,0.1099999999999999918814941331,0.1099999999999999918814941331,0,0.8900000000000000081185058669,1,0
23,0.4190000000000000012536268315,0.3594930555555555555928039232,0.000958648084316660630826713304,0.6473020933072903,0.4019999999999999957811525061,0.09999999999999999167332731598,0.09999999999999999167332731598,0,0.9000000000000000083266726840,1,0
23,0.4227777777777777791038775012,0.3610365853658536586052691324,0.001028241419832016142171254714,0.650213640104372,0.4066666666666666626189785557,0.08999999999999999146516049886,0.08999999999999999146516049886,0,0.9100000000000000085348395011,1,0
24,0.4266111111111111124985043973,0.3625978835978835979836794960,0.001101323607375544996928344940,0.6531547374941953,0.4113333333333333294568046053,0.07999999999999999125699368174,0.07999999999999999125699368174,0,0.9200000000000000087430063182,1,0
25,0.4305000000000000014375075198,0.3641770025839793282965592174,0.001178007709209729645520787852,0.6561249880929699,0.4159999999999999962946306549,0.06999999999999999104882686462,0.06999999999999999104882686462,0,0.9300000000000000089511731353,1,0
25,0.4344444444444444460134054543,0.3657739898989898991537602682,0.001258408245988584404394244517,0.6591239977761729,0.4206666666666666631324567045,0.05999999999999999084066004750,0.05999999999999999084066004750,0,0.9400000000000000091593399524,1,0
26,0.4384444444444444461336796153,0.3673888888888888890866473649,0.001342641217751252355124684690,0.6621513757778085,0.4253333333333333299702827541,0.04999999999999999063249323038,0.04999999999999999063249323038,0,0.9500000000000000093675067695,1,0
26,0.442500000000000001798330003,0.3690217391304347828412491613,0.001430824122157005113646198063,0.6652067347825036,0.4299999999999999968081088037,0.03999999999999999042432641326,0.03999999999999999042432641326,0,0.9600000000000000095756735866,1,0
27,0.446611111111111113007356617,0.3706725768321513005043578306,0.001523075970375723185496359251,0.6682896910106508,0.4346666666666666636459348533,0.02999999999999999021615959614,0.02999999999999999021615959614,0,0.9700000000000000097838404037,1,0
28,0.4507777777777777797607594573,0.3723414351851851854888661979,0.001619517300978365517738537270,0.6713998642968122,0.4393333333333333304837609029,0.01999999999999999000799277902,0.01999999999999999000799277902,0,0.9800000000000000099920072208,1,0
29,0.4550000000000000020585385243,0.3740283446712018143984513473,0.001720270192115249730433341010,0.6745368781616021,0.4439999999999999973215869525,0.00999999999999998979982596190,0.00999999999999998979982596190,0,0.9900000000000000102001740379,1,0
29,0,0.3665477777777777781104823204,0.00437301025614948795057930183,0.0,0.4486666666666666641594130021,-1.040834085522E-17,-1.040834085522E-17,0,1.000000000000000010408340855,1,0
30,0,0.3593605664488017432455709024,0.006819422147566236287831728808,0.0,0.4533333333333333309972390517,-1.040834085522E-17,-1.040834085522E-17,0,1.000000000000000010408340855,1,0
30,0,0.3524497863247863251062330004,0.009077141950120492083533477360,0.0,0.4579999999999999978350651013,-1.040834085522E-17,-1.040834085522E-17,0,1.000000000000000010408340855,1,0
31,0,0.3457997903563941302929078494,0.01116205427201493809992071593,0.0,0.4626666666666666646728911509,-1.040834085522E-17,-1.040834085522E-17,0,1.000000000000000010408340855,1,0
